"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2020","61.33","61.52","61.54","61.33","","0.92%"
"01/02/2020","60.95","61.29","61.32","60.42","101.52K","-0.62%"
"01/03/2020","62.82","60.96","63.80","60.91","236.06K","3.07%"
"01/06/2020","63.04","63.43","64.45","62.43","176.99K","0.35%"
"01/07/2020","62.51","62.67","62.92","61.96","173.85K","-0.84%"
"01/08/2020","59.46","62.63","65.40","58.99","436.61K","-4.88%"
"01/09/2020","59.44","59.85","60.17","58.55","268.85K","-0.03%"
"01/10/2020","58.99","59.51","59.67","58.79","256.06K","-0.76%"
"01/13/2020","58.08","59.08","59.21","57.93","295.82K","-1.54%"
"01/14/2020","58.26","58.06","58.73","57.74","262.79K","0.31%"
"01/15/2020","57.84","58.23","58.41","57.42","271.20K","-0.72%"
"01/16/2020","58.53","58.12","58.88","57.60","426.33K","1.19%"
"01/17/2020","58.58","58.61","59.00","58.31","415.85K","0.09%"
"01/19/2020","59.27","59.36","59.66","59.20","","1.18%"
"01/20/2020","58.73","59.28","59.32","58.56","","-0.91%"
"01/21/2020","58.38","59.35","59.77","57.71","648.34K","-0.60%"
"01/22/2020","56.76","58.24","58.35","56.07","124.61K","-2.77%"
"01/23/2020","55.61","56.13","56.43","54.82","149.95K","-2.03%"
"01/24/2020","54.20","55.72","55.97","53.88","82.34K","-2.54%"
"01/27/2020","53.18","53.57","53.72","52.16","101.53K","-1.88%"
"01/28/2020","53.52","52.72","54.08","52.72","107.71K","0.64%"
"01/29/2020","53.41","54.00","54.39","52.87","110.23K","-0.21%"
"01/30/2020","52.23","53.10","53.27","51.75","140.67K","-2.21%"
"01/31/2020","51.68","52.97","53.42","51.09","154.05K","-1.05%"
"02/03/2020","50.28","51.15","52.05","49.98","195.73K","-2.71%"
"02/04/2020","49.80","50.04","51.70","49.50","161.51K","-0.95%"
"02/05/2020","50.92","49.68","52.01","49.64","172.74K","2.25%"
"02/06/2020","51.14","51.35","52.34","50.42","146.70K","0.43%"
"02/07/2020","50.55","51.31","51.66","50.32","230.88K","-1.15%"
"02/10/2020","49.78","50.34","50.71","49.63","206.92K","-1.52%"
"02/11/2020","50.17","49.78","50.86","49.78","252.29K","0.78%"
"02/12/2020","51.41","50.16","51.93","50.16","292.20K","2.47%"
"02/13/2020","51.66","51.87","52.19","50.82","311.01K","0.49%"
"02/14/2020","52.32","51.73","52.56","51.55","281.39K","1.28%"
"02/16/2020","52.36","52.45","52.63","52.34","","0.08%"
"02/17/2020","52.20","52.34","52.59","52.05","","-0.31%"
"02/18/2020","52.29","52.49","52.65","51.15","723.14K","0.17%"
"02/19/2020","53.49","52.36","53.87","52.16","655.50K","2.29%"
"02/20/2020","53.88","53.70","54.66","53.44","676.18K","0.73%"
"02/21/2020","53.50","53.93","54.02","52.72","142.13K","-0.71%"
"02/24/2020","51.58","52.79","52.79","50.61","137.67K","-3.59%"
"02/25/2020","50.06","51.50","52.15","49.85","144.47K","-2.95%"
"02/26/2020","48.88","50.22","50.57","48.44","179.52K","-2.36%"
"02/27/2020","47.29","48.70","48.90","46.10","195.82K","-3.25%"
"02/28/2020","44.94","46.68","47.20","44.07","230.76K","-4.97%"
"03/02/2020","46.92","43.93","47.71","43.40","190.39K","4.41%"
"03/03/2020","47.33","47.98","48.82","46.64","199.81K","0.87%"
"03/04/2020","46.95","47.10","48.56","46.82","155.22K","-0.80%"
"03/05/2020","46.06","47.38","47.72","45.82","164.22K","-1.90%"
"03/06/2020","41.51","46.22","46.53","41.29","398.33K","-9.88%"
"03/09/2020","31.47","32.87","35.19","27.83","673.03K","-24.19%"
"03/10/2020","34.73","30.75","35.35","30.58","415.57K","10.36%"
"03/11/2020","33.39","35.00","36.70","32.97","321.92K","-3.86%"
"03/12/2020","31.98","33.43","34.05","30.50","506.87K","-4.22%"
"03/13/2020","32.11","31.35","34.38","30.80","355.35K","0.41%"
"03/16/2020","29.00","32.69","33.80","28.50","443.05K","-9.69%"
"03/17/2020","27.33","28.99","30.61","27.06","520.08K","-5.76%"
"03/18/2020","20.83","27.30","27.60","20.52","1.00M","-23.78%"
"03/19/2020","25.91","22.82","28.28","21.77","1.19M","24.39%"
"03/20/2020","22.63","25.59","28.49","22.39","1.13M","-12.66%"
"03/23/2020","25.48","24.40","26.12","22.74","198.60K","12.59%"
"03/24/2020","26.20","25.87","27.28","25.44","191.67K","2.83%"
"03/25/2020","27.16","26.64","27.59","25.56","183.31K","3.66%"
"03/26/2020","25.71","27.04","27.46","25.47","219.09K","-5.34%"
"03/27/2020","25.15","26.23","26.43","24.59","199.03K","-2.18%"
"03/30/2020","24.09","24.68","25.01","23.31","276.61K","-4.21%"
"03/31/2020","24.51","24.25","25.73","24.06","209.61K","1.74%"
"04/01/2020","23.74","24.18","24.72","23.63","276.33K","-3.14%"
"04/02/2020","28.05","24.19","30.16","23.92","447.84K","18.16%"
"04/03/2020","30.90","27.34","31.62","26.53","317.83K","10.16%"
"04/06/2020","29.98","29.20","31.27","28.13","209.52K","-2.98%"
"04/07/2020","28.69","30.21","31.30","28.53","317.26K","-4.30%"
"04/08/2020","30.17","29.21","31.05","29.05","393.26K","5.16%"
"04/09/2020","28.82","30.82","33.15","28.63","438.04K","-4.47%"
"04/13/2020","29.26","30.30","30.57","28.26","399.07K","1.53%"
"04/14/2020","27.40","29.20","29.95","27.25","436.46K","-6.36%"
"04/15/2020","26.04","27.84","28.14","25.84","367.57K","-4.96%"
"04/16/2020","25.53","26.26","27.00","24.93","439.67K","-1.96%"
"04/17/2020","25.03","26.42","26.78","24.57","712.98K","-1.96%"
"04/20/2020","20.43","24.76","24.92","20.19","1.32M","-18.38%"
"04/21/2020","11.57","21.32","22.58","6.50","2.29M","-43.37%"
"04/22/2020","20.69","20.26","22.79","17.43","530.40K","78.82%"
"04/23/2020","21.44","20.99","23.40","20.32","344.88K","3.62%"
"04/24/2020","21.22","21.85","22.96","20.73","362.38K","-1.03%"
"04/27/2020","18.08","21.13","21.45","17.78","367.14K","-14.80%"
"04/28/2020","17.60","18.24","19.66","17.27","613.95K","-2.65%"
"04/29/2020","19.12","18.01","20.36","17.40","380.71K","8.64%"
"04/30/2020","21.85","19.33","22.30","19.15","434.79K","14.28%"
"05/01/2020","22.29","22.04","23.40","20.86","330.61K","2.01%"
"05/04/2020","22.78","21.87","23.79","20.84","274.82K","2.20%"
"05/05/2020","26.49","23.56","27.40","23.38","405.07K","16.29%"
"05/06/2020","25.62","27.45","27.98","24.55","414.93K","-3.28%"
"05/07/2020","24.83","25.56","27.79","24.38","497.36K","-3.08%"
"05/08/2020","26.17","24.81","26.29","24.73","392.79K","5.40%"
"05/11/2020","25.08","25.91","26.73","24.79","436.58K","-4.17%"
"05/12/2020","26.33","25.39","26.87","25.15","459.49K","4.98%"
"05/13/2020","25.68","25.80","26.96","25.25","460.74K","-2.47%"
"05/14/2020","27.88","25.97","28.27","25.56","413.44K","8.57%"
"05/15/2020","29.52","28.02","29.82","27.53","425.17K","5.88%"
"05/18/2020","31.65","29.81","33.10","29.55","561.53K","7.22%"
"05/19/2020","31.96","32.39","32.91","31.13","430.82K","0.98%"
"05/20/2020","33.94","32.41","34.22","32.11","128.95K","6.20%"
"05/21/2020","34.34","33.93","35.05","33.78","127.18K","1.18%"
"05/22/2020","33.65","34.41","34.48","31.28","137.02K","-2.01%"
"05/24/2020","32.90","33.38","33.42","32.50","","-2.23%"
"05/25/2020","33.92","32.92","34.18","32.72","","3.10%"
"05/26/2020","34.77","33.77","35.16","32.90","137.75K","2.51%"
"05/27/2020","33.23","34.54","34.70","32.20","127.38K","-4.43%"
"05/28/2020","34.06","32.48","34.57","31.63","141.69K","2.50%"
"05/29/2020","35.84","34.06","36.11","32.76","162.34K","5.23%"
"06/01/2020","35.79","35.62","36.23","34.65","140.98K","-0.14%"
"06/02/2020","37.06","35.94","37.29","35.64","123.23K","3.55%"
"06/03/2020","37.59","37.09","38.40","36.24","160.90K","1.43%"
"06/04/2020","37.72","37.06","37.91","36.71","109.72K","0.35%"
"06/05/2020","39.80","37.64","39.89","37.35","139.94K","5.51%"
"06/08/2020","38.43","39.67","40.69","38.24","151.63K","-3.44%"
"06/09/2020","39.16","38.51","39.31","37.33","140.18K","1.90%"
"06/10/2020","39.78","38.72","40.07","37.98","136.50K","1.58%"
"06/11/2020","36.57","39.25","39.25","35.68","231.68K","-8.07%"
"06/12/2020","36.51","36.46","37.22","34.74","203.85K","-0.16%"
"06/15/2020","37.43","36.26","37.54","34.66","262.24K","2.52%"
"06/16/2020","38.65","37.38","39.36","36.67","299.66K","3.26%"
"06/17/2020","38.21","38.21","39.01","37.48","289.58K","-1.14%"
"06/18/2020","39.05","38.00","39.17","37.40","341.48K","2.20%"
"06/19/2020","39.83","39.03","40.60","38.51","497.18K","2.00%"
"06/22/2020","40.73","39.02","40.77","39.00","315.26K","2.26%"
"06/23/2020","40.51","40.78","41.74","39.90","102.60K","-0.54%"
"06/24/2020","38.21","40.16","40.68","37.52","163.08K","-5.68%"
"06/25/2020","38.91","38.26","39.38","37.32","136.44K","1.83%"
"06/26/2020","38.65","39.23","39.50","37.96","130.78K","-0.67%"
"06/29/2020","39.81","38.12","39.99","37.69","145.18K","3.00%"
"06/30/2020","39.34","39.76","40.12","38.96","228.32K","-1.18%"
"07/01/2020","39.92","39.88","40.61","39.11","207.27K","1.47%"
"07/02/2020","40.76","39.85","40.84","39.57","151.37K","2.10%"
"07/03/2020","40.28","40.23","40.50","39.86","","-1.18%"
"07/06/2020","40.73","40.43","41.19","39.95","166.94K","1.12%"
"07/07/2020","40.70","40.75","41.01","40.00","96.87K","-0.07%"
"07/08/2020","41.04","40.57","41.16","40.40","130.35K","0.84%"
"07/09/2020","39.83","41.03","41.12","39.45","170.99K","-2.95%"
"07/10/2020","40.76","39.83","40.92","38.77","185.49K","2.33%"
"07/13/2020","40.32","40.57","40.91","39.70","207.20K","-1.08%"
"07/14/2020","40.55","39.84","40.80","39.31","238.30K","0.57%"
"07/15/2020","41.40","40.79","41.46","40.32","248.30K","2.10%"
"07/16/2020","40.93","41.19","41.38","40.69","203.85K","-1.14%"
"07/17/2020","40.75","40.90","41.05","40.18","272.44K","-0.44%"
"07/20/2020","40.92","40.77","41.02","39.97","329.77K","0.42%"
"07/21/2020","41.92","40.80","42.51","40.74","389.12K","2.44%"
"07/22/2020","42.04","41.68","42.16","41.31","93.95K","0.29%"
"07/23/2020","41.21","42.10","42.51","40.99","104.70K","-1.97%"
"07/24/2020","41.45","41.23","41.81","40.83","83.04K","0.58%"
"07/27/2020","41.80","41.45","41.99","40.69","119.48K","0.84%"
"07/28/2020","41.28","41.88","42.12","41.08","74.00K","-1.24%"
"07/29/2020","41.54","41.29","41.81","41.19","109.96K","0.63%"
"07/30/2020","40.24","41.59","41.64","39.00","162.72K","-3.13%"
"07/31/2020","40.57","40.65","40.86","39.96","102.57K","0.82%"
"08/03/2020","41.31","40.70","41.49","39.89","120.59K","1.82%"
"08/04/2020","41.91","41.08","42.28","40.43","191.80K","1.45%"
"08/05/2020","42.43","41.80","43.68","41.66","224.29K","1.24%"
"08/06/2020","42.20","42.42","42.87","41.89","115.16K","-0.54%"
"08/07/2020","41.49","42.19","42.44","41.33","143.40K","-1.68%"
"08/10/2020","42.17","41.63","42.54","41.43","142.80K","1.64%"
"08/11/2020","41.87","42.21","43.14","41.75","160.19K","-0.71%"
"08/12/2020","42.95","41.92","43.17","41.80","198.19K","2.58%"
"08/13/2020","42.52","42.88","43.10","42.37","179.53K","-1.00%"
"08/14/2020","42.31","42.62","42.84","41.93","180.37K","-0.49%"
"08/17/2020","43.17","42.45","43.25","42.09","193.11K","2.03%"
"08/18/2020","43.12","43.05","43.29","42.40","285.14K","-0.12%"
"08/19/2020","43.11","42.81","43.21","42.55","304.94K","-0.02%"
"08/20/2020","42.82","42.95","42.98","41.63","377.07K","-0.67%"
"08/21/2020","42.62","43.01","43.22","41.74","84.77K","-0.47%"
"08/24/2020","42.93","42.72","43.13","42.51","84.97K","0.73%"
"08/25/2020","43.65","42.71","43.84","42.63","108.41K","1.68%"
"08/26/2020","43.69","43.74","44.05","43.32","80.80K","0.09%"
"08/27/2020","43.31","43.78","43.81","42.68","93.85K","-0.87%"
"08/28/2020","43.29","43.27","43.69","43.03","102.45K","-0.05%"
"08/31/2020","42.90","43.30","43.89","42.84","77.85K","-0.90%"
"09/01/2020","43.08","43.12","43.70","43.04","110.25K","0.42%"
"09/02/2020","41.85","43.35","43.51","41.59","120.08K","-2.86%"
"09/03/2020","41.72","41.96","42.14","40.61","114.48K","-0.31%"
"09/04/2020","40.15","41.60","42.19","39.75","115.67K","-3.76%"
